uai;uo_lib;sigle;type_d_etablissement;secteur_d_etablissement;url;coordonnees;element_wikidata;rattachement;rattachement_identifiants;dernier_decret_legifrance;localisation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;siret;identifiant_eter;identifiant_freebase;statut_juridique_court;statut_juridique_long;qualification_court;qualification_long;compte_facebook;compte_twitter;compte_flickr;flux_rss;compte_linkedin;compte_pinterest;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_viadeo;compte_dailymotion;compte_vimeo;compte_youtube;compte_googleplus;autres;mooc;statut_operateur_lolf;libelle_mission_chef_de_file;identifiant_programme_lolf_chef_de_file;libelle_programme_lolf_chef_de_file;identifiants_autres_programmes_lolf;libelles_autres_programmes_lolf;association;association_identifiants
0333232J;Institut polytechnique de Bordeaux;IPB;Grand établissement;Public;https://www.ipb.fr/;44.8079, -0.605471;http://www.wikidata.org/entity/Q3152470;Université de Bordeaux;0333298F;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030820446&dateTexte=&categorieLien=id;Aquitaine>Gironde>Talence;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R72;Aquitaine;;1 AVENUE DU DOCTEUR ALBERT SCHWE;;;33402;TALENCE CEDEX;;0540003726;13000635600013;FR0050;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/groupeIPB;https://twitter.com/BordeauxINP;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0752559Z;Institut national du sport, de l'expertise et de la performance;INSEP;Grand établissement relevant d'un autre département ministériel;Public;http://www.insep.fr/‎;48.8339, 2.45116;http://www.wikidata.org/entity/Q3152447;;;;Île-de-France>Paris>Paris>Paris 12e;75112;Paris 12e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;11 AVENUE DU TREMBLAY;;;75012;PARIS;;0141744100;;;http://www.freebase.com/m/0ynrkyh;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;https://twitter.com/INSEP_PARIS;;http://www.insep.fr/FR/Actualite/_layouts/insepGestionRss.aspx?Sports=&Themes=&StartDate=01/01/0001%2000:00:00&EndDate=01/01/0001%2000:00:00&TypeActu=Actu;;;;;;;;;;;;;;Opérateurs LOLF Hors MIRES 2014;Sport, jeunesse et vie associative;219;Sport;;;;
0310133B;Institut d'études politiques de Toulouse;IEP de Toulouse;Institut d'étude politique;Public;http://www.sciencespo-toulouse.fr/;43.607, 1.43855;http://www.wikidata.org/entity/Q1664755;Université Toulouse 1 - Capitole;0311382J;;Midi-Pyrénées>Haute-Garonne>Toulouse;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R73;Midi-Pyrénées;;2 TER RUE DES PUITS CREUSES;;;31042;TOULOUSE CEDEX;;0561110270;;;http://www.freebase.com/m/060t9l;EPA;Établissement public à caractère administratif;;;;https://twitter.com/SciencesPo_Tlse;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0311381H;Institut national polytechnique de Toulouse;INPT;Institut national polytechnique;Public;http://www.inp-toulouse.fr/;43.555, 1.50418;http://www.wikidata.org/entity/Q3152453;;;;Midi-Pyrénées>Haute-Garonne>Toulouse;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R73;Midi-Pyrénées;;6 ALLEE EMILE MONSO;;34038;31029;TOULOUSE CEDEX 04;;0562242100;19311381800010;FR0037;http://www.freebase.com/m/027k03b;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/INP-Toulouse-Page-officielle/221776144584185;https://twitter.com/INP_Toulouse;;;https://www.linkedin.com/company/2530907?trk=tyah;;;;;;;;;https://www.youtube.com/user/communicationinpt?feature=results_main;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0590349J;École centrale de Lille;EC Lille;Instituts et écoles extérieurs aux universités;Public;http://www.ec-lille.fr/;50.6063, 3.13643;http://www.wikidata.org/entity/Q273461;;;http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000882826&fastPos=1&fastReqId=747124234&oldAction=rechExpTexteJorf;Nord-Pas-de-Calais>Nord>Villeneuve-d'Ascq;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;CITE SCIENTIFIQUE;;48;59651;VILLENEUVE D ASCQ CEDEX;;0320335310;19590349700012;FR0121;http://www.freebase.com/m/0knbd;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Ecole-Centrale-de-Lille-page-officielle/296307803888;https://twitter.com/Centralelille;;http://www.ec-lille.fr/fr/rss;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0623957P;Université d'Artois;;Université;Public;http://www.univ-artois.fr/;50.2849, 2.79104;http://www.wikidata.org/entity/Q475504;;;;Nord-Pas-de-Calais>Pas-de-Calais>Arras;62041;Arras;UU62502;Arras;D062;Pas-de-Calais;A09;Lille;R31;Nord-Pas-de-Calais;;9 RUE DU TEMPLE;;665;62030;ARRAS CEDEX;;0321603700;19624401600016;FR0132;http://www.freebase.com/m/03c4cgt;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-dArtois/144544385619368;https://twitter.com/Univ_Artois;;;;;;;;;http://fr.viadeo.com/fr/profile/universit%C3%A9.d-artois1;;;http://www.youtube.com/user/UniversiteArtois;;http://podcast.univ-artois.fr/;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0840685N;Université d'Avignon et des Pays de Vaucluse;;Université;Public;http://www.univ-avignon.fr/;43.9496, 4.81774;http://www.wikidata.org/entity/Q2033119;;;;Provence-Alpes-Côte d'Azur>Aix-Marseille>Vaucluse>Avignon;84007;Avignon;UU00754;Avignon;D084;Vaucluse;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;;74 RUE LOUIS PASTEUR;;;84029;AVIGNON CEDEX 1;;0490162500;19840685200204;FR0236;http://www.freebase.com/m/03bxmgl;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Universite.Avignon;https://twitter.com/UnivAvignon;http://www.flickr.com/photos/univavignon;;;;;;;;;http://www.dailymotion.com/UnivAvignon;http://vimeo.com/univavignon/videos;http://www.youtube.com/user/UnivAvignon;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0511296G;Université de Reims Champagne-Ardenne;URCA;Université;Public;http://www.univ-reims.fr/;49.2558, 4.0402;http://www.wikidata.org/entity/Q2496149;;;;Champagne-Ardenne>Marne>Reims;51454;Reims;UU51701;Reims;D051;Marne;A19;Reims;R21;Champagne-Ardenne;VILLA DOUCE;9 BD DE LA PAIX;;;51097;REIMS CEDEX;;0326913000;19511296600435;FR0102;http://www.freebase.com/m/03cpfkx;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Univ.ReimsChampagneArdenne;https://twitter.com/universitereims;;http://www.univ-reims.fr/rss,35,14.html?;http://www.linkedin.com/groups/Universit%C3%A9-Reims-ChampagneArdenne-18835?trk=myg_ugrp_ovr;;;;;;http://fr.viadeo.com/fr/groups/?containerId=2l91a2i833nxe;;;;https://plus.google.com/+Univ-reimsFr/posts;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0350936C;Université de Rennes 1;;Université;Public;http://www.univ-rennes1.fr/;48.1157, -1.67381;http://www.wikidata.org/entity/Q726595;;;;Bretagne>Ille-et-Vilaine>Rennes;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;;2 RUE DU THABOR;;;35065;RENNES CEDEX;;0223233636;19350936100013;FR0062;http://www.freebase.com/m/025xfr0;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UnivRennes1;https://twitter.com/UnivRennes1;;http://www.univ-rennes1.fr/bas-de-page/RSS/;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0761904G;Université de Rouen;;Université;Public;http://www.univ-rouen.fr/;49.4583, 1.06895;http://www.wikidata.org/entity/Q494247;;;;Haute-Normandie>Seine-Maritime>Mont-Saint-Aignan;76451;Mont-Saint-Aignan;UU00755;Rouen;D076;Seine-Maritime;A21;Rouen;R23;Haute-Normandie;;1 RUE THOMAS BECKET;;138;76821;MONT ST AIGNAN CEDEX;;0235146000;19761904200017;FR0218;http://www.freebase.com/m/03cpb2l;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/univ.rouen;;;http://www.univ-rouen.fr/adminsite/webservices/export_rss.jsp?NOMBRE=1&CODE_RUBRIQUE=ACCUEIL&LANGUE=;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0730858L;Université de Savoie;;Université;Public;http://www.univ-savoie.fr/;45.5668, 5.91765;http://www.wikidata.org/entity/Q2496158;;;;Rhône-Alpes>Grenoble>Savoie>Chambéry;73065;Chambéry;UU73601;Chambéry;D073;Savoie;A08;Grenoble;R82;Rhône-Alpes;;27 RUE MARCOZ;;1104;73011;CHAMBERY CEDEX;;0479758585;19730858800015;FR0170;http://www.freebase.com/m/026mfhx;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UnivSavoie;https://twitter.com/Univ_Savoie;;;;;;;;;;http://www.dailymotion.com/univ-savoie;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0450855K;Université d'Orléans;;Université;Public;http://www.univ-orleans.fr/;47.8502, 1.93351;http://www.wikidata.org/entity/Q13334;;;;Centre>Loiret>Orléans;45234;Orléans;UU45701;Orléans;D045;Loiret;A18;Orléans-Tours;R24;Centre;;CHATEAU DE LA SOURCE;;6749;45067;ORLEANS CEDEX 2;;0238417171;19450855200016;FR0092;http://www.freebase.com/m/03bxlxx;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/univorleans?fref=ts;;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0595964M;Université du Littoral Côte d'Opale;ULCO;Université;Public;http://www.univ-littoral.fr/;51.0391, 2.37216;http://www.wikidata.org/entity/Q3551755;;;;Nord-Pas-de-Calais>Nord>Dunkerque;59183;Dunkerque;UU59602;Dunkerque;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;1 PLACE DE L'YSER;;1022;59375;DUNKERQUE CEDEX 1;;0328237373;19594403800015;FR0127;http://www.freebase.com/m/03c4cl7;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-du-Littoral-C%C3%B4te-dOpale-ULCO/11878222481491;https://twitter.com/Univ_Littoral;;;;;;;;;;;;;https://plus.google.com/+lille3/posts;Podcast - http://podcast.univ-littoral.fr/;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0381838S;Université Joseph Fourier;;Université;Public;http://www.ujf-grenoble.fr/;45.1918, 5.76726;http://www.wikidata.org/entity/Q955647;;;;Rhône-Alpes>Grenoble>Isère>Grenoble;38185;Grenoble;UU38701;Grenoble;D038;Isère;A08;Grenoble;R82;Rhône-Alpes;;621 AVENUE CENTRALE;DOMAINE UNIVERSITAIRE;53;38041;GRENOBLE CEDEX 9;;0476514600;19381838200015;FR0073;http://www.freebase.com/m/0c45lj;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/ujfgrenoble;https://twitter.com/UJFGrenoble;;;;;;;;;;;;http://www.youtube.com/user/ujfgrenoble;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0341089Z;Université Montpellier 3 - Paul-Valéry;UPV;Université;Public;http://www.univ-montp3.fr/;43.6326, 3.86938;http://www.wikidata.org/entity/Q2912244;;;;Languedoc-Roussillon>Hérault>Montpellier;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R91;Languedoc-Roussillon;;ROUTE DE MENDE;;;34199;MONTPELLIER CEDEX 5;;0467142000;19341089100017;FR0055;http://www.freebase.com/m/03ckr_5;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-Paul-Val%C3%A9ry-Montpellier-III/9111853389;https://twitter.com/univpaulvalery;;http://www.univ-montp3.fr/index.php?format=feed&type=rss;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0941111X;Université Paris-Est Créteil Val-de-Marne;UPEC;Université;Public;http://www.u-pec.fr/;48.7888, 2.44239;http://www.wikidata.org/entity/Q980688;;;;Île-de-France>Créteil>Val-de-Marne>Créteil;94028;Créteil;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;;61 AVENUE DU GENERAL DE GAULLE;;;94010;CRETEIL CEDEX;;0145171000;19941111700013;FR0266;http://www.freebase.com/m/027nknf;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-Paris-Est-Cr%C3%A9teil-UPEC/253616496359;https://twitter.com/UPECactus;;http://www.u-pec.fr/adminsite/webservices/export_rss.jsp;;;;;;;;http://www.dailymotion.com/UPEC;;;https://plus.google.com/+upemlv/posts;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0911101C;Université Paris-Sud;;Université;Public;http://www.u-psud.fr/;48.698, 2.17955;http://www.wikidata.org/entity/Q1480643;;;;Île-de-France>Versailles>Essonne>Orsay;91471;Orsay;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;;15 RUE GEORGES CLEMENCEAU;;;91405;ORSAY CEDEX;;0169156750;19911101400015;FR0245;http://www.freebase.com/m/03s_7t;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UnivParisSud;https://twitter.com/u_psud;;http://www.actu.u-psud.fr/fr/flux-rss.html;;;;;;;;;;https://www.youtube.com/user/ParisSud;https://plus.google.com/+upsud;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0751719L;Université Sorbonne Nouvelle - Paris 3;;Université;Public;http://www.univ-paris3.fr/;48.8489, 2.34313;http://www.wikidata.org/entity/Q571293;;;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;17 RUE DE LA SORBONNE;;;75230;PARIS CEDEX 05;;0140462897;19751719600014;FR0176;http://www.freebase.com/m/027njzd;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/SorbonneNouvelleP3;https://twitter.com/SorbonneParis3;;http://www.univ-paris3.fr/adminsite/webservices/export_rss.jsp?NOMBRE=10&CODE_RUBRIQUE=&LANGUE=0#KLINK#KLINK;https://www.linkedin.com/edu/school?id=12559&trk=edu-cp-title;;http://plus.franceculture.fr/partenaires/paris-3-sorbonne-nouvelle;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0381840U;Université Stendhal;;Université;Public;http://www.u-grenoble3.fr/;45.1908, 5.77412;http://www.wikidata.org/entity/Q1616573;;;;Rhône-Alpes>Grenoble>Isère>Saint-Martin-d'Hères;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R82;Rhône-Alpes;;1180 AVENUE CENTRALE;DOMAINE UNIVERSITAIRE;25;38040;GRENOBLE CEDEX 9;;0476824300;19381840800018;FR0075;http://www.freebase.com/m/0gb2f0;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Universite.StendhalGrenoble3;;;http://www.u-grenoble3.fr/version-francaise/acces-rapides/rss/;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0311382J;Université Toulouse 1 - Capitole;;Université;Public;http://www.ut-capitole.fr/;43.6063, 1.43552;http://www.wikidata.org/entity/Q590201;;;;Midi-Pyrénées>Haute-Garonne>Toulouse;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R73;Midi-Pyrénées;;2 RUE DU DOYEN GABRIEL MARTY;;;31042;TOULOUSE CEDEX;;0561633500;19311382600013;FR0038;http://www.freebase.com/m/095nfp;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/ut1capitole;https://twitter.com/UT1Capitole;;;https://www.linkedin.com/company/universit-toulouse-1-capitole;;;;http://www.scoop.it/u/ut1capitole;;http://www.viadeo.com/fr/company/universite-toulouse-1-capitole;http://www.dailymotion.com/ut-capitole#video=x19f8yb;;;;https://instagram.com/ut1capitole/;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0342321N;Université de Montpellier;;Université;Public;http://www.umontpellier.fr/;43.5984802266, 3.89687415729;http://www.wikidata.org/entity/Q776223;;;;Languedoc-Roussillon>Hérault>Montpellier;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R91;Languedoc-Roussillon;;163 RUE AUGUSTE BROUSSONET;;;34090;MONTPELLIER;;;13002054800017;;http://www.freebase.com/m/02y6r8;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/univmontpellier;https://twitter.com/umontpellier;;;;;;;;;;;;;;http://www.umontpellier.fr/videos/;;Opérateurs MIRES 2015;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0590346F;Skema Business School;Skema;Établissements d'enseignement supérieur privés rattachés à un EPSCP;Privé;http://www.skema-bs.fr/;50.636459, 3.074534;http://www.wikidata.org/entity/Q3486229;École centrale de Lille;0590349J;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;Nord-Pas-de-Calais>Nord>Lille;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;AVENUE WILLY BRANDT;;;59777;EURALILLE;;0320215962;;;;Association;Association;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/SKEMA.Business.School;https://twitter.com/Skema_BS;;http://www.skema-bs.fr/_layouts/listfeed.aspx?List=6cc715a0-e4e1-402d-8421-02ff6ea5d8ef;https://www.linkedin.com/edu/school?id=22499&goback=%2Epth_*1_*1_*1_*1_*1_*1&trk=edu-up-nav-menu-home;https://www.pinterest.com/skemabs/;;;;;http://www.viadeo.com/groups/skema-alumni;http://www.dailymotion.com/Skema_BS;;https://www.youtube.com/user/skemabstv;https://plus.google.com/+skema;http://www.skema-bs.fr/blogs/pages/index.aspx;;Non_Opérateur_LOLF_2014;;;;;;;
0922605G;Institut national supérieur de formation et de recherche pour l'éducation des jeunes handicapés et les enseignements adaptés;INS HEA;Autre établissement;Public;http://www.inshea.fr/;48.8694, 2.21284;http://www.wikidata.org/entity/Q3152454;;;;Île-de-France>Versailles>Hauts-de-Seine>Suresnes;92073;Suresnes;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;;58 AVENUE DES LANDES;;;92150;SURESNES;;0141443100;;;;EPA;Établissement public à caractère administratif;;;;;;http://www.inshea.fr/abonnement_rss.php?id_menu=0;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0940607Z;École normale supérieure de Cachan;ENS de Cachan;École normale supérieure;Public;http://www.ens-cachan.fr/;48.7891, 2.32531;http://www.wikidata.org/entity/Q273604;;;;Île-de-France>Créteil>Val-de-Marne>Cachan;94016;Cachan;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;;61 AVENUE DU PRESIDENT WILSON;;;94230;CACHAN;;0147402000;19940607500010;FR0265;http://www.freebase.com/m/04w1ff;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/ENS.Cachan;https://twitter.com/ENS_Cachan;;http://www.ens-cachan.fr/version-francaise/actualites/les-fils-rss-33003.kjsp?RH=ACCUEIL_FR;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0753455Y;École normale supérieure de Paris;ENS ULM;École normale supérieure;Public;http://www.ens.fr/;48.8423, 2.34429;http://www.wikidata.org/entity/Q83259;;;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;45 RUE D'ULM;;;75230;PARIS CEDEX 05;;0144323111;19753459700012;FR0190;http://www.freebase.com/m/01v0m4;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Ecole.normale.superieure.ulm;https://twitter.com/ENS_ULM;;http://www.ens.fr/spip.php?page=backend;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0290119X;École nationale d'ingénieurs de Brest;ENIB;Écoles nationales supérieures d'ingénieurs;Public;http://www.enib.fr/;48.4024, -4.45542;http://www.wikidata.org/entity/Q273564;Université de Bretagne Occidentale;0290346U;;Bretagne>Finistère>Brest;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;;;TECHNOPOLE BREST IROISE;73862;29238;BREST CEDEX 2;;0298056600;19290119700025;FR0023;http://www.freebase.com/m/0dljcyk;EPA;Établissement public à caractère administratif;;;https://www.facebook.com/enibrest;https://twitter.com/ENIB_INFO;;http://www.enib.fr/index.php/fr/medias/archives-des-actualites?format=feed&type=rss;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0570140T;École nationale d'ingénieurs de Metz;ENI Metz;Écoles nationales supérieures d'ingénieurs;Public;http://www.enim.fr/portail/;49.0933, 6.22691;http://www.wikidata.org/entity/Q3578090;Université de Lorraine;0542493S;;Lorraine>Moselle>Metz;57463;Metz;UU57701;Metz;D057;Moselle;A12;Nancy-Metz;R41;Lorraine;;1 ROUTE D'ARS LAQUENEXY;;;57078;METZ CEDEX 03;;0387346900;19570140400012;FR0109;;EPA;Établissement public à caractère administratif;;;https://www.facebook.com/EcoleNationaleIngenieursMetz;https://twitter.com/ENI_METZ;;;https://www.linkedin.com/edu/school?id=12354&goback=%2Enmp_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1&trk=NUS_SCHOOL-logo;;;;;;http://www.viadeo.com/hub/accueil/?containerId=002rawb26bg3h2a;;;https://www.youtube.com/user/metzenim;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0590311T;École nationale supérieure de chimie de Lille;ENS Chimie Lille;Écoles nationales supérieures d'ingénieurs;Public;http://www.ensc-lille.fr/;50.6083, 3.14808;http://www.wikidata.org/entity/Q654784;Université Lille 1 - Sciences technologies;0593559Y;;Nord-Pas-de-Calais>Nord>Villeneuve-d'Ascq;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;CITE SCIENTIFIQUE;;90108;59652;VILLENEUVE D ASCQ CEDEX;;0320434897;19590311700016;FR0112;http://www.freebase.com/m/04yg0gz;EPA;Établissement public à caractère administratif;;;;;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0910725U;Institut d'Optique Graduate School;IOGS;Établissements d'enseignement supérieur privés rattachés à un EPSCP;Privé;http://www.institutoptique.fr/;48.7146, 2.21249;http://www.wikidata.org/entity/Q898448;Université Paris-Sud;0911101C;;Île-de-France>Versailles>Essonne>Palaiseau;91477;Palaiseau;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;CAMPUS POLYTECHNIQUE RD 128;2 AVENUE AUGUSTIN FRESNEL;CAMPUS POLYTECHNIQUE;;91127;PALAISEAU CEDEX;;0169358888;78461698900033;FR0244;http://www.freebase.com/m/0dl8p6;;;;;;https://twitter.com/InstitutOptique;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0753237L;École nationale supérieure d'arts et métiers;ENSAM;Grand établissement;Public;http://www.ensam.eu/;48.8337, 2.35751;http://www.wikidata.org/entity/Q2570220;;;;Île-de-France>Paris>Paris>Paris 13e;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;151 BOULEVARD DE L'HOPITAL;;;75013;PARIS;;0144246299;19753472000010;FR0185;http://www.freebase.com/m/01y2mb;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/AMParisTech;https://twitter.com/AM_ParisTech;;http://www.ensam.eu/rss/feed/actualites;;;;;;;http://www.viadeo.com/fr/company/arts-et-metiers-paristech;;;https://www.youtube.com/user/ARTSETMETIERSCOM;https://plus.google.com/105796107874035081914;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0753431X;Institut d'études politiques de Paris;IEP de Paris;Grand établissement;Public;http://www.sciencespo.fr/;48.8541, 2.3284;http://www.wikidata.org/entity/Q859363;;;;Île-de-France>Paris>Paris>Paris 7e;75107;Paris 7e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;27 RUE SAINT GUILLAUME;;;75337;PARIS CEDEX 07;;0145495050;19753431600017;FR0189;http://www.freebase.com/m/041pnt;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/sciencespo;https://twitter.com/sciencespo;;http://www.sciencespo.fr/news-rss.xml;https://www.linkedin.com/edu/school?id=12454;;;;;;;;https://vimeo.com/sciencespo;https://www.youtube.com/user/sciencespo;;http://e.weibo.com/u/2569429963;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
